scene_id,os_grid_pair,os_grid_ref,laz_path,laz_exists,laz_size_mb,laz_point_count,laz_readable,scene_marker_path,scene_marker_exists,split,dsm_height,dsm_width,n_valid,valid_fraction,n_tiles,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,centre_lat,centre_lon,gsd
EN_TA0829_P_12551_20220118_20220118,TA,TA0829,/data/data/england_raw/TA0829_P_12551_20220118_20220118.copc.laz,True,21.31,3032575,True,/data/england_tiles/train/EN_TA0829_P_12551_20220118_20220118/_scene_EN_TA0829_P_12551_20220118_20220118.npz,True,train,901,2000,1558253,0.8647,32,508000.0,429549.5,509000.0,430000.0,53.753052,-0.355947,0.5
EN_TA0830_P_12551_20220118_20220118,TA,TA0830,/data/data/england_raw/TA0830_P_12551_20220118_20220118.copc.laz,True,75.18,10497569,True,/data/england_tiles/train/EN_TA0830_P_12551_20220118_20220118/_scene_EN_TA0830_P_12551_20220118_20220118.npz,True,train,2000,2000,3824520,0.9561,64,508000.0,430000.0,509000.0,431000.0,53.759568,-0.355693,0.5
EN_TA0831_P_12551_20220118_20220118,TA,TA0831,/data/data/england_raw/TA0831_P_12551_20220118_20220118.copc.laz,True,56.42,8055605,True,/data/england_tiles/train/EN_TA0831_P_12551_20220118_20220118/_scene_EN_TA0831_P_12551_20220118_20220118.npz,True,train,2000,2000,3750266,0.9376,64,508000.0,431000.0,509000.0,432000.0,53.768552,-0.355342,0.5
EN_TA0832_P_12551_20220118_20220118,TA,TA0832,/data/data/england_raw/TA0832_P_12551_20220118_20220118.copc.laz,True,52.55,8027732,True,/data/england_tiles/train/EN_TA0832_P_12551_20220118_20220118/_scene_EN_TA0832_P_12551_20220118_20220118.npz,True,train,2000,2000,3743219,0.9358,64,508000.0,432000.0,509000.0,433000.0,53.777537,-0.354991,0.5
EN_TA0833_P_12551_20220118_20220118,TA,TA0833,/data/data/england_raw/TA0833_P_12551_20220118_20220118.copc.laz,True,61.98,9218195,True,/data/england_tiles/test/EN_TA0833_P_12551_20220118_20220118/_scene_EN_TA0833_P_12551_20220118_20220118.npz,True,test,2000,2000,3701606,0.9254,64,508000.0,433000.0,509000.0,434000.0,53.786521,-0.354639,0.5
EN_TA0834_P_12551_20220118_20220118,TA,TA0834,/data/data/england_raw/TA0834_P_12551_20220118_20220118.copc.laz,True,52.51,8098002,True,/data/england_tiles/train/EN_TA0834_P_12551_20220118_20220118/_scene_EN_TA0834_P_12551_20220118_20220118.npz,True,train,2000,2000,3820726,0.9552,64,508000.0,434000.0,509000.0,435000.0,53.795505,-0.354287,0.5
EN_TA0835_P_12551_20220118_20220118,TA,TA0835,/data/data/england_raw/TA0835_P_12551_20220118_20220118.copc.laz,True,43.8,7338413,True,/data/england_tiles/test/EN_TA0835_P_12551_20220118_20220118/_scene_EN_TA0835_P_12551_20220118_20220118.npz,True,test,2000,2000,3748123,0.937,64,508000.0,435000.0,509000.0,436000.0,53.804489,-0.353936,0.5
EN_TA0836_P_12551_20220118_20220118,TA,TA0836,/data/data/england_raw/TA0836_P_12551_20220118_20220118.copc.laz,True,29.52,6338435,True,/data/england_tiles/train/EN_TA0836_P_12551_20220118_20220118/_scene_EN_TA0836_P_12551_20220118_20220118.npz,True,train,2000,2000,3742676,0.9357,64,508000.0,436000.0,509000.0,437000.0,53.813474,-0.353584,0.5
EN_TA0837_P_12551_20220118_20220118,TA,TA0837,/data/data/england_raw/TA0837_P_12551_20220118_20220118.copc.laz,True,42.19,7575336,True,/data/england_tiles/train/EN_TA0837_P_12551_20220118_20220118/_scene_EN_TA0837_P_12551_20220118_20220118.npz,True,train,2000,2000,3785955,0.9465,64,508000.0,437000.0,509000.0,438000.0,53.822458,-0.353231,0.5
EN_TA0838_P_12551_20220118_20220118,TA,TA0838,/data/data/england_raw/TA0838_P_12551_20220118_20220118.copc.laz,True,28.76,6146831,True,/data/england_tiles/train/EN_TA0838_P_12551_20220118_20220118/_scene_EN_TA0838_P_12551_20220118_20220118.npz,True,train,2000,2000,3801020,0.9503,64,508000.0,438000.0,509000.0,439000.0,53.831442,-0.352879,0.5
EN_TA0839_P_12551_20220118_20220118,TA,TA0839,/data/data/england_raw/TA0839_P_12551_20220118_20220118.copc.laz,True,25.82,6647725,True,/data/england_tiles/train/EN_TA0839_P_12551_20220118_20220118/_scene_EN_TA0839_P_12551_20220118_20220118.npz,True,train,2000,2000,3716855,0.9292,64,508000.0,439000.0,509000.0,440000.0,53.840426,-0.352526,0.5
EN_TA0840_P_12551_20220118_20220118,TA,TA0840,/data/data/england_raw/TA0840_P_12551_20220118_20220118.copc.laz,True,14.24,3001905,True,/data/england_tiles/train/EN_TA0840_P_12551_20220118_20220118/_scene_EN_TA0840_P_12551_20220118_20220118.npz,True,train,1170,2000,2034343,0.8694,40,508000.0,440000.0,509000.0,440585.0,53.847546,-0.352247,0.5
EN_TA1654_P_12572_20220303_20220303,TA,TA1654,/data/data/england_raw/TA1654_P_12572_20220303_20220303.copc.laz,True,3.61,803385,True,/data/england_tiles/train/EN_TA1654_P_12572_20220303_20220303/_scene_EN_TA1654_P_12572_20220303_20220303.npz,True,train,3498,1325,763435,0.1647,51,517337.5,454251.0,518000.0,456000.0,53.978803,-0.207252,0.5
EN_TA1654_P_12670_20221008_20221008,TA,TA1654,/data/data/england_raw/TA1654_P_12670_20221008_20221008.copc.laz,True,3.13,935395,True,/data/england_tiles/train/EN_TA1654_P_12670_20221008_20221008/_scene_EN_TA1654_P_12670_20221008_20221008.npz,True,train,3680,1386,863297,0.1693,52,517307.0,454160.0,518000.0,456000.0,53.978398,-0.207502,0.5
EN_TA1656_P_12572_20220303_20220303,TA,TA1656,/data/data/england_raw/TA1656_P_12572_20220303_20220303.copc.laz,True,17.5,3307316,True,/data/england_tiles/train/EN_TA1656_P_12572_20220303_20220303/_scene_EN_TA1656_P_12572_20220303_20220303.npz,True,train,4000,2806,2956740,0.2634,132,516597.0,456000.0,518000.0,458000.0,53.995726,-0.212173,0.5
EN_TA1656_P_12670_20221008_20221008,TA,TA1656,/data/data/england_raw/TA1656_P_12670_20221008_20221008.copc.laz,True,16.42,3564405,True,/data/england_tiles/train/EN_TA1656_P_12670_20221008_20221008/_scene_EN_TA1656_P_12670_20221008_20221008.npz,True,train,4000,2876,3120950,0.2713,143,516562.0,456000.0,518000.0,458000.0,53.99573,-0.21244,0.5
EN_TA1658_P_12572_20220303_20220303,TA,TA1658,/data/data/england_raw/TA1658_P_12572_20220303_20220303.copc.laz,True,25.8,4804232,True,/data/england_tiles/test/EN_TA1658_P_12572_20220303_20220303/_scene_EN_TA1658_P_12572_20220303_20220303.npz,True,test,4000,2981,3991799,0.3348,152,516382.0,458000.0,517872.5,460000.0,54.013732,-0.214015,0.5
EN_TA1658_P_12670_20221008_20221008,TA,TA1658,/data/data/england_raw/TA1658_P_12670_20221008_20221008.copc.laz,True,17.45,4017411,True,/data/england_tiles/train/EN_TA1658_P_12670_20221008_20221008/_scene_EN_TA1658_P_12670_20221008_20221008.npz,True,train,4000,2943,3587823,0.3048,158,516379.0,458000.0,517850.5,460000.0,54.013735,-0.214206,0.5
EN_TA1660_P_12572_20220303_20220303,TA,TA1660,/data/data/england_raw/TA1660_P_12572_20220303_20220303.copc.laz,True,14.8,3214513,True,/data/england_tiles/train/EN_TA1660_P_12572_20220303_20220303/_scene_EN_TA1660_P_12572_20220303_20220303.npz,True,train,4000,2446,3000482,0.3067,144,516531.0,460000.0,517754.0,462000.0,54.031695,-0.213012,0.5
EN_TA1660_P_12670_20221008_20221008,TA,TA1660,/data/data/england_raw/TA1660_P_12670_20221008_20221008.copc.laz,True,12.76,3703493,True,/data/england_tiles/train/EN_TA1660_P_12670_20221008_20221008/_scene_EN_TA1660_P_12670_20221008_20221008.npz,True,train,4000,2595,3414031,0.3289,160,516490.0,460000.0,517787.5,462000.0,54.031696,-0.213069,0.5
EN_TA1662_P_12572_20220303_20220303,TA,TA1662,/data/data/england_raw/TA1662_P_12572_20220303_20220303.copc.laz,True,21.32,4105565,True,/data/england_tiles/train/EN_TA1662_P_12572_20220303_20220303/_scene_EN_TA1662_P_12572_20220303_20220303.npz,True,train,4000,2500,3618792,0.3619,153,516534.5,462000.0,517784.5,464000.0,54.049657,-0.211982,0.5
EN_TA1662_P_12670_20221008_20221008,TA,TA1662,/data/data/england_raw/TA1662_P_12670_20221008_20221008.copc.laz,True,13.46,3797448,True,/data/england_tiles/train/EN_TA1662_P_12670_20221008_20221008/_scene_EN_TA1662_P_12670_20221008_20221008.npz,True,train,4000,2634,3463596,0.3287,152,516504.5,462000.0,517821.5,464000.0,54.049657,-0.211928,0.5
EN_TA1664_P_12572_20220303_20220303,TA,TA1664,/data/data/england_raw/TA1664_P_12572_20220303_20220303.copc.laz,True,29.81,5078794,True,/data/england_tiles/train/EN_TA1664_P_12572_20220303_20220303/_scene_EN_TA1664_P_12572_20220303_20220303.npz,True,train,4000,3202,4002610,0.3125,151,516399.0,464000.0,518000.0,466000.0,54.067615,-0.210599,0.5
EN_TA1664_P_12670_20221008_20221008,TA,TA1664,/data/data/england_raw/TA1664_P_12670_20221008_20221008.copc.laz,True,19.11,3846577,True,/data/england_tiles/train/EN_TA1664_P_12670_20221008_20221008/_scene_EN_TA1664_P_12670_20221008_20221008.npz,True,train,4000,3023,3320957,0.2746,147,516488.5,464000.0,518000.0,466000.0,54.067604,-0.209916,0.5
EN_TA1666_P_12572_20220303_20220303,TA,TA1666,/data/data/england_raw/TA1666_P_12572_20220303_20220303.copc.laz,True,1.78,260463,True,/data/england_tiles/train/EN_TA1666_P_12572_20220303_20220303/_scene_EN_TA1666_P_12572_20220303_20220303.npz,True,train,1414,980,229476,0.1656,16,517510.0,466000.0,518000.0,466707.0,54.079647,-0.20159,0.5
EN_TA1666_P_12670_20221008_20221008,TA,TA1666,/data/data/england_raw/TA1666_P_12670_20221008_20221008.copc.laz,True,2.62,408235,True,/data/england_tiles/train/EN_TA1666_P_12670_20221008_20221008/_scene_EN_TA1666_P_12670_20221008_20221008.npz,True,train,1624,1156,308101,0.1641,23,517422.0,466000.0,518000.0,466812.0,54.080128,-0.202241,0.5
EN_TA1672_P_12572_20220303_20220303,TA,TA1672,/data/data/england_raw/TA1672_P_12572_20220303_20220303.copc.laz,True,0.06,10659,True,/data/england_tiles/train/EN_TA1672_P_12572_20220303_20220303/_scene_EN_TA1672_P_12572_20220303_20220303.npz,True,train,179,408,9759,0.1336,2,517796.0,473910.5,518000.0,474000.0,54.147901,-0.196443,0.5
EN_TA1672_P_12670_20221008_20221008,TA,TA1672,/data/data/england_raw/TA1672_P_12670_20221008_20221008.copc.laz,True,0.19,60855,True,/data/england_tiles/train/EN_TA1672_P_12670_20221008_20221008/_scene_EN_TA1672_P_12670_20221008_20221008.npz,True,train,369,808,50280,0.1686,6,517596.0,473815.5,518000.0,474000.0,54.147497,-0.197992,0.5
EN_TA1674_P_12572_20220303_20220303,TA,TA1674,/data/data/england_raw/TA1674_P_12572_20220303_20220303.copc.laz,True,22.59,4095940,True,/data/england_tiles/test/EN_TA1674_P_12572_20220303_20220303/_scene_EN_TA1674_P_12572_20220303_20220303.npz,True,test,4000,4000,3786069,0.2366,180,516000.0,474000.0,518000.0,476000.0,54.157491,-0.209779,0.5
EN_TA1674_P_12670_20221008_20221008,TA,TA1674,/data/data/england_raw/TA1674_P_12670_20221008_20221008.copc.laz,True,22.39,5055615,True,/data/england_tiles/train/EN_TA1674_P_12670_20221008_20221008/_scene_EN_TA1674_P_12670_20221008_20221008.npz,True,train,4000,4000,4392938,0.2746,191,516000.0,474000.0,518000.0,476000.0,54.157491,-0.209779,0.5
EN_TA1676_P_12572_20220303_20220303,TA,TA1676,/data/data/england_raw/TA1676_P_12572_20220303_20220303.copc.laz,True,0.03,3893,True,/data/england_tiles/train/EN_TA1676_P_12572_20220303_20220303/_scene_EN_TA1676_P_12572_20220303_20220303.npz,True,train,303,733,3783,0.017,2,516292.5,476000.0,516659.0,476151.5,54.167273,-0.217388,0.5
EN_TA1676_P_12670_20221008_20221008,TA,TA1676,/data/data/england_raw/TA1676_P_12670_20221008_20221008.copc.laz,True,0.06,10438,True,/data/england_tiles/train/EN_TA1676_P_12670_20221008_20221008/_scene_EN_TA1676_P_12670_20221008_20221008.npz,True,train,428,1058,10027,0.0221,2,516269.0,476000.0,516798.0,476214.0,54.167541,-0.216492,0.5
EN_TA1848_P_12572_20220303_20220303,TA,TA1848,/data/data/england_raw/TA1848_P_12572_20220303_20220303.copc.laz,True,1.45,323308,True,/data/england_tiles/train/EN_TA1848_P_12572_20220303_20220303/_scene_EN_TA1848_P_12572_20220303_20220303.npz,True,train,2187,844,296849,0.1608,23,519578.0,448906.5,520000.0,450000.0,53.927362,-0.177164,0.5
EN_TA1848_P_12670_20221008_20221008,TA,TA1848,/data/data/england_raw/TA1848_P_12670_20221008_20221008.copc.laz,True,1.85,401848,True,/data/england_tiles/train/EN_TA1848_P_12670_20221008_20221008/_scene_EN_TA1848_P_12670_20221008_20221008.npz,True,train,2408,915,361535,0.1641,23,519542.5,448796.0,520000.0,450000.0,53.92687,-0.177455,0.5
EN_TA1850_P_12572_20220303_20220303,TA,TA1850,/data/data/england_raw/TA1850_P_12572_20220303_20220303.copc.laz,True,11.16,2355880,True,/data/england_tiles/train/EN_TA1850_P_12572_20220303_20220303/_scene_EN_TA1850_P_12572_20220303_20220303.npz,True,train,4000,2331,2197903,0.2357,117,518834.5,450000.0,520000.0,452000.0,53.941342,-0.182218,0.5
EN_TA1850_P_12670_20221008_20221008,TA,TA1850,/data/data/england_raw/TA1850_P_12670_20221008_20221008.copc.laz,True,8.46,2430236,True,/data/england_tiles/train/EN_TA1850_P_12670_20221008_20221008/_scene_EN_TA1850_P_12670_20221008_20221008.npz,True,train,4000,2408,2262176,0.2349,117,518796.0,450000.0,520000.0,452000.0,53.941347,-0.182511,0.5
EN_TA1852_P_12572_20220303_20220303,TA,TA1852,/data/data/england_raw/TA1852_P_12572_20220303_20220303.copc.laz,True,14.65,3494660,True,/data/england_tiles/train/EN_TA1852_P_12572_20220303_20220303/_scene_EN_TA1852_P_12572_20220303_20220303.npz,True,train,4000,3814,3210447,0.2104,159,518093.0,452000.0,520000.0,454000.0,53.959394,-0.187084,0.5
EN_TA1852_P_12670_20221008_20221008,TA,TA1852,/data/data/england_raw/TA1852_P_12670_20221008_20221008.copc.laz,True,16.42,3586665,True,/data/england_tiles/train/EN_TA1852_P_12670_20221008_20221008/_scene_EN_TA1852_P_12670_20221008_20221008.npz,True,train,4000,3879,3286975,0.2118,166,518060.5,452000.0,520000.0,454000.0,53.959398,-0.187332,0.5
EN_TA1854_P_12572_20220303_20220303,TA,TA1854,/data/data/england_raw/TA1854_P_12572_20220303_20220303.copc.laz,True,13.28,2633803,True,/data/england_tiles/train/EN_TA1854_P_12572_20220303_20220303/_scene_EN_TA1854_P_12572_20220303_20220303.npz,True,train,4000,2758,2462380,0.2232,123,518000.0,454000.0,519379.0,456000.0,53.977443,-0.191744,0.5
EN_TA1854_P_12670_20221008_20221008,TA,TA1854,/data/data/england_raw/TA1854_P_12670_20221008_20221008.copc.laz,True,10.87,2890564,True,/data/england_tiles/train/EN_TA1854_P_12670_20221008_20221008/_scene_EN_TA1854_P_12670_20221008_20221008.npz,True,train,4000,2762,2626333,0.2377,119,518000.0,454000.0,519381.0,456000.0,53.977442,-0.191729,0.5
EN_TA1856_P_12572_20220303_20220303,TA,TA1856,/data/data/england_raw/TA1856_P_12572_20220303_20220303.copc.laz,True,2.64,480362,True,/data/england_tiles/train/EN_TA1856_P_12572_20220303_20220303/_scene_EN_TA1856_P_12572_20220303_20220303.npz,True,train,3282,1263,471358,0.1137,30,518000.0,456000.0,518631.5,457641.0,53.993882,-0.196734,0.5
EN_TA1856_P_12670_20221008_20221008,TA,TA1856,/data/data/england_raw/TA1856_P_12670_20221008_20221008.copc.laz,True,1.8,454490,True,/data/england_tiles/train/EN_TA1856_P_12670_20221008_20221008/_scene_EN_TA1856_P_12670_20221008_20221008.npz,True,train,3350,1315,444855,0.101,31,518000.0,456000.0,518657.5,457675.0,53.994032,-0.196529,0.5
EN_TA1864_P_12572_20220303_20220303,TA,TA1864,/data/data/england_raw/TA1864_P_12572_20220303_20220303.copc.laz,True,4.84,905910,True,/data/england_tiles/train/EN_TA1864_P_12572_20220303_20220303/_scene_EN_TA1864_P_12572_20220303_20220303.npz,True,train,2899,1957,866509,0.1527,47,518000.0,464550.5,518978.5,466000.0,54.069793,-0.190794,0.5
EN_TA1864_P_12670_20221008_20221008,TA,TA1864,/data/data/england_raw/TA1864_P_12670_20221008_20221008.copc.laz,True,3.35,863637,True,/data/england_tiles/train/EN_TA1864_P_12670_20221008_20221008/_scene_EN_TA1864_P_12670_20221008_20221008.npz,True,train,2941,2012,789956,0.1335,39,518000.0,464529.5,519006.0,466000.0,54.069695,-0.190588,0.5
EN_TA1866_P_12572_20220303_20220303,TA,TA1866,/data/data/england_raw/TA1866_P_12572_20220303_20220303.copc.laz,True,26.0,4401888,True,/data/england_tiles/train/EN_TA1866_P_12572_20220303_20220303/_scene_EN_TA1866_P_12572_20220303_20220303.npz,True,train,4000,4000,3833663,0.2396,172,518000.0,466000.0,520000.0,468000.0,54.085168,-0.182316,0.5
EN_TA1866_P_12670_20221008_20221008,TA,TA1866,/data/data/england_raw/TA1866_P_12670_20221008_20221008.copc.laz,True,21.38,3946659,True,/data/england_tiles/train/EN_TA1866_P_12670_20221008_20221008/_scene_EN_TA1866_P_12670_20221008_20221008.npz,True,train,4000,4000,3504312,0.219,172,518000.0,466000.0,520000.0,468000.0,54.085168,-0.182316,0.5
EN_TA1868_P_12572_20220303_20220303,TA,TA1868,/data/data/england_raw/TA1868_P_12572_20220303_20220303.copc.laz,True,16.52,2603389,True,/data/england_tiles/train/EN_TA1868_P_12572_20220303_20220303/_scene_EN_TA1868_P_12572_20220303_20220303.npz,True,train,2889,2182,1882492,0.2986,72,518909.0,468000.0,520000.0,469444.5,54.100534,-0.174693,0.5
EN_TA1868_P_12670_20221008_20221008,TA,TA1868,/data/data/england_raw/TA1868_P_12670_20221008_20221008.copc.laz,True,7.62,1467160,True,/data/england_tiles/test/EN_TA1868_P_12670_20221008_20221008/_scene_EN_TA1868_P_12670_20221008_20221008.npz,True,test,2124,2350,1204543,0.2413,69,518825.0,468000.0,520000.0,469062.0,54.098826,-0.17541,0.5
EN_TA1872_P_12572_20220303_20220303,TA,TA1872,/data/data/england_raw/TA1872_P_12572_20220303_20220303.copc.laz,True,8.82,1778820,True,/data/england_tiles/train/EN_TA1872_P_12572_20220303_20220303/_scene_EN_TA1872_P_12572_20220303_20220303.npz,True,train,1910,4000,1619761,0.212,72,518000.0,473045.0,520000.0,474000.0,54.14376,-0.179751,0.5
EN_TA1872_P_12670_20221008_20221008,TA,TA1872,/data/data/england_raw/TA1872_P_12670_20221008_20221008.copc.laz,True,8.53,2215413,True,/data/england_tiles/train/EN_TA1872_P_12670_20221008_20221008/_scene_EN_TA1872_P_12670_20221008_20221008.npz,True,train,2057,4000,1913130,0.2325,82,518000.0,472971.5,520000.0,474000.0,54.14343,-0.179765,0.5
EN_TA1874_P_12572_20220303_20220303,TA,TA1874,/data/data/england_raw/TA1874_P_12572_20220303_20220303.copc.laz,True,17.77,3122352,True,/data/england_tiles/train/EN_TA1874_P_12572_20220303_20220303/_scene_EN_TA1874_P_12572_20220303_20220303.npz,True,train,2835,4000,2760690,0.2434,130,518000.0,474000.0,520000.0,475417.5,54.154416,-0.179283,0.5
EN_TA1874_P_12670_20221008_20221008,TA,TA1874,/data/data/england_raw/TA1874_P_12670_20221008_20221008.copc.laz,True,17.8,3952715,True,/data/england_tiles/train/EN_TA1874_P_12670_20221008_20221008/_scene_EN_TA1874_P_12670_20221008_20221008.npz,True,train,2990,4000,3273173,0.2737,126,518000.0,474000.0,520000.0,475495.0,54.154764,-0.179268,0.5
EN_TA2042_P_12572_20220303_20220303,TA,TA2042,/data/data/england_raw/TA2042_P_12572_20220303_20220303.copc.laz,True,0.13,25654,True,/data/england_tiles/train/EN_TA2042_P_12572_20220303_20220303/_scene_EN_TA2042_P_12572_20220303_20220303.npz,True,train,313,225,12781,0.1815,1,521887.5,443843.5,522000.0,444000.0,53.87717,-0.146568,0.5
EN_TA2042_P_12670_20221008_20221008,TA,TA2042,/data/data/england_raw/TA2042_P_12670_20221008_20221008.copc.laz,True,0.01,2112,True,/data/england_tiles/train/EN_TA2042_P_12670_20221008_20221008/_scene_EN_TA2042_P_12670_20221008_20221008.npz,True,train,155,107,1974,0.119,1,521946.5,443922.5,522000.0,444000.0,53.877518,-0.146104,0.5
EN_TA2044_P_12572_20220303_20220303,TA,TA2044,/data/data/england_raw/TA2044_P_12572_20220303_20220303.copc.laz,True,20.81,3777975,True,/data/england_tiles/train/EN_TA2044_P_12572_20220303_20220303/_scene_EN_TA2044_P_12572_20220303_20220303.npz,True,train,4000,2102,2587250,0.3077,102,520949.0,444000.0,522000.0,446000.0,53.886966,-0.153275,0.5
EN_TA2044_P_12670_20221008_20221008,TA,TA2044,/data/data/england_raw/TA2044_P_12670_20221008_20221008.copc.laz,True,8.57,1993968,True,/data/england_tiles/train/EN_TA2044_P_12670_20221008_20221008/_scene_EN_TA2044_P_12670_20221008_20221008.npz,True,train,4000,1891,1699297,0.2247,87,521054.5,444000.0,522000.0,446000.0,53.886953,-0.152473,0.5
EN_TA2046_P_12572_20220303_20220303,TA,TA2046,/data/data/england_raw/TA2046_P_12572_20220303_20220303.copc.laz,True,19.58,3581378,True,/data/england_tiles/train/EN_TA2046_P_12572_20220303_20220303/_scene_EN_TA2046_P_12572_20220303_20220303.npz,True,train,4000,3373,3267868,0.2422,161,520313.5,446000.0,522000.0,448000.0,53.905006,-0.157316,0.5
EN_TA2046_P_12670_20221008_20221008,TA,TA2046,/data/data/england_raw/TA2046_P_12670_20221008_20221008.copc.laz,True,14.53,3473402,True,/data/england_tiles/train/EN_TA2046_P_12670_20221008_20221008/_scene_EN_TA2046_P_12670_20221008_20221008.npz,True,train,4000,3396,3206080,0.236,167,520302.0,446000.0,522000.0,448000.0,53.905008,-0.157403,0.5
EN_TA2048_P_12572_20220303_20220303,TA,TA2048,/data/data/england_raw/TA2048_P_12572_20220303_20220303.copc.laz,True,18.39,3328917,True,/data/england_tiles/train/EN_TA2048_P_12572_20220303_20220303/_scene_EN_TA2048_P_12572_20220303_20220303.npz,True,train,4000,3335,3056257,0.2291,150,520000.0,448000.0,521667.5,450000.0,53.923048,-0.161441,0.5
EN_TA2048_P_12670_20221008_20221008,TA,TA2048,/data/data/england_raw/TA2048_P_12670_20221008_20221008.copc.laz,True,14.79,3451492,True,/data/england_tiles/train/EN_TA2048_P_12670_20221008_20221008/_scene_EN_TA2048_P_12670_20221008_20221008.npz,True,train,4000,3314,3148863,0.2375,151,520000.0,448000.0,521657.0,450000.0,53.923049,-0.16152,0.5
EN_TA2050_P_12572_20220303_20220303,TA,TA2050,/data/data/england_raw/TA2050_P_12572_20220303_20220303.copc.laz,True,5.72,1069747,True,/data/england_tiles/train/EN_TA2050_P_12572_20220303_20220303/_scene_EN_TA2050_P_12572_20220303_20220303.npz,True,train,4000,1706,1017677,0.1491,58,520000.0,450000.0,520853.0,452000.0,53.941109,-0.166851,0.5
EN_TA2050_P_12670_20221008_20221008,TA,TA2050,/data/data/england_raw/TA2050_P_12670_20221008_20221008.copc.laz,True,4.13,1095556,True,/data/england_tiles/train/EN_TA2050_P_12670_20221008_20221008/_scene_EN_TA2050_P_12670_20221008_20221008.npz,True,train,4000,1871,1054847,0.1409,62,520000.0,450000.0,520935.5,452000.0,53.941099,-0.166223,0.5
EN_TA2052_P_12572_20220303_20220303,TA,TA2052,/data/data/england_raw/TA2052_P_12572_20220303_20220303.copc.laz,True,0.01,1027,True,/data/england_tiles/train/EN_TA2052_P_12572_20220303_20220303/_scene_EN_TA2052_P_12572_20220303_20220303.npz,True,train,346,205,979,0.0138,0,520000.0,452000.0,520102.5,452173.0,53.950956,-0.172138,0.5
EN_TA2052_P_12670_20221008_20221008,TA,TA2052,/data/data/england_raw/TA2052_P_12670_20221008_20221008.copc.laz,True,0.04,5808,True,/data/england_tiles/train/EN_TA2052_P_12670_20221008_20221008/_scene_EN_TA2052_P_12670_20221008_20221008.npz,True,train,574,244,5559,0.0397,2,520000.0,452000.0,520122.0,452287.0,53.951466,-0.171967,0.5
EN_TA2066_P_12572_20220303_20220303,TA,TA2066,/data/data/england_raw/TA2066_P_12572_20220303_20220303.copc.laz,True,1.08,165269,True,/data/england_tiles/train/EN_TA2066_P_12572_20220303_20220303/_scene_EN_TA2066_P_12572_20220303_20220303.npz,True,train,1183,2182,153076,0.0593,13,520000.0,467408.5,521091.0,468000.0,54.091135,-0.158423,0.5
EN_TA2066_P_12670_20221008_20221008,TA,TA2066,/data/data/england_raw/TA2066_P_12670_20221008_20221008.copc.laz,True,0.52,104666,True,/data/england_tiles/test/EN_TA2066_P_12670_20221008_20221008/_scene_EN_TA2066_P_12670_20221008_20221008.npz,True,test,1172,2278,102223,0.0383,9,520000.0,467414.0,521139.0,468000.0,54.091155,-0.158055,0.5
EN_TA2068_P_12572_20220303_20220303,TA,TA2068,/data/data/england_raw/TA2068_P_12572_20220303_20220303.copc.laz,True,28.88,4391432,True,/data/england_tiles/train/EN_TA2068_P_12572_20220303_20220303/_scene_EN_TA2068_P_12572_20220303_20220303.npz,True,train,3125,4000,3441680,0.2753,166,520000.0,468000.0,522000.0,469562.5,54.100703,-0.151048,0.5
EN_TA2068_P_12670_20221008_20221008,TA,TA2068,/data/data/england_raw/TA2068_P_12670_20221008_20221008.copc.laz,True,14.45,3132875,True,/data/england_tiles/train/EN_TA2068_P_12670_20221008_20221008/_scene_EN_TA2068_P_12670_20221008_20221008.npz,True,train,3229,4000,2791483,0.2161,158,520000.0,468000.0,522000.0,469614.5,54.100937,-0.151038,0.5
EN_TA2072_P_12572_20220303_20220303,TA,TA2072,/data/data/england_raw/TA2072_P_12572_20220303_20220303.copc.laz,True,25.34,4178928,True,/data/england_tiles/train/EN_TA2072_P_12572_20220303_20220303/_scene_EN_TA2072_P_12572_20220303_20220303.npz,True,train,3663,4000,3764512,0.2569,173,520000.0,472168.5,522000.0,474000.0,54.139356,-0.149326,0.5
EN_TA2072_P_12670_20221008_20221008,TA,TA2072,/data/data/england_raw/TA2072_P_12670_20221008_20221008.copc.laz,True,26.52,5565224,True,/data/england_tiles/train/EN_TA2072_P_12670_20221008_20221008/_scene_EN_TA2072_P_12670_20221008_20221008.npz,True,train,3820,4000,4588518,0.3003,183,520000.0,472090.0,522000.0,474000.0,54.139004,-0.149342,0.5
EN_TA2074_P_12572_20220303_20220303,TA,TA2074,/data/data/england_raw/TA2074_P_12572_20220303_20220303.copc.laz,True,1.43,272431,True,/data/england_tiles/test/EN_TA2074_P_12572_20220303_20220303/_scene_EN_TA2074_P_12572_20220303_20220303.npz,True,test,1140,2701,265609,0.0863,23,520000.0,474000.0,521350.5,474570.0,54.150219,-0.153815,0.5
EN_TA2074_P_12670_20221008_20221008,TA,TA2074,/data/data/england_raw/TA2074_P_12670_20221008_20221008.copc.laz,True,1.31,342008,True,/data/england_tiles/train/EN_TA2074_P_12670_20221008_20221008/_scene_EN_TA2074_P_12670_20221008_20221008.npz,True,train,1290,3048,332235,0.0845,31,520000.0,474000.0,521524.0,474645.0,54.150535,-0.152472,0.5
